order_id,customer_id,order_date,order_status
90.0,6005.0,2024-06-08,Pago
91.0,921.0,2024-05-01,Entregue
,,2024-06-26,Pendente
93.0,9398.0,2024-02-05,Cancelado
94.0,8194.0,2024-03-08,Cancelado
95.0,2868.0,2024-02-17,Entregue
,8580.0,2024-01-26,Enviado
97.0,9726.0,2024-01-31,Enviado
98.0,2413.0,2024-05-21,Pendente
99.0,6051.0,2024-05-10,Pendente
100.0,9596.0,2024-02-24,Enviado
101.0,6407.0,2024-02-08,Pago
102.0,910.0,2024-07-20,Pendente
103.0,1980.0,2024-05-20,Pago
104.0,2727.0,2024-01-17,
105.0,9970.0,2024-07-17,Enviado
106.0,5149.0,2024-07-11,Pago
107.0,8865.0,2024-02-07,Entregue
108.0,8885.0,2024-03-21,Pago
109.0,7958.0,2024-06-16,Pago
110.0,3453.0,2024-03-20,Enviado
,1103.0,2024-05-05,Pago
112.0,5196.0,2024-02-23,Pendente
,7975.0,2024-02-10,Pago
114.0,7506.0,2024-05-12,Cancelado
115.0,5146.0,2024-01-14,Entregue
116.0,3978.0,,Entregue
117.0,5946.0,2024-05-16,Pago
118.0,7389.0,2024-05-06,Pendente
119.0,1811.0,2024-02-01,Pago
120.0,7462.0,2024-01-11,Enviado
121.0,2911.0,2024-06-10,Entregue
122.0,7534.0,2024-04-10,Pago
123.0,3833.0,2024-06-21,Entregue
124.0,3113.0,2024-07-19,Pendente
125.0,1251.0,2024-05-01,Cancelado
126.0,2931.0,2024-02-19,Enviado
127.0,8262.0,2024-03-07,Pago
128.0,6471.0,2024-03-24,Entregue
129.0,1801.0,2024-02-17,Pago
130.0,9220.0,,Pago
,8924.0,2024-03-27,Pago
132.0,8924.0,,Pago
133.0,,2024-06-30,Pendente
134.0,5489.0,2024-05-20,Pago
,3932.0,2024-02-13,Pago
136.0,6683.0,,Entregue
137.0,282.0,2024-06-05,Pendente
138.0,6411.0,2024-05-12,Pago
139.0,211.0,2024-06-25,Pendente
140.0,1473.0,2024-01-04,Pago
141.0,4658.0,2024-03-27,Pago
142.0,8864.0,2024-02-14,Pago
143.0,4152.0,2024-05-12,Entregue
144.0,4438.0,2024-07-27,Pago
145.0,5866.0,2024-04-30,Entregue
146.0,7685.0,2024-03-01,Pago
147.0,5879.0,2024-02-08,Pendente
148.0,9587.0,2024-05-17,Pago
149.0,3409.0,2024-04-25,Cancelado
150.0,9916.0,2024-01-09,Pago
151.0,6034.0,2024-01-12,Pago
152.0,9166.0,2024-04-12,Pago
153.0,7989.0,2024-04-30,Pago
154.0,8740.0,2024-06-09,Pago
155.0,1153.0,2024-07-03,Pago
156.0,,2024-01-25,Pago
157.0,2711.0,,Pago
158.0,9221.0,2024-04-18,Pago
159.0,1278.0,2024-07-20,Pendente
160.0,6110.0,2024-01-23,Enviado
161.0,6602.0,2024-03-21,
162.0,5135.0,2024-06-06,Pago
,4592.0,2024-04-26,Pago
164.0,3424.0,2024-04-03,
165.0,3538.0,2024-01-10,Enviado
166.0,3269.0,2024-05-26,Cancelado
167.0,1091.0,,Pago
168.0,2426.0,2024-07-20,Pendente
169.0,1921.0,,Entregue
170.0,4286.0,2024-04-09,Entregue
171.0,5285.0,,Pago
172.0,267.0,2024-04-03,Entregue
173.0,6841.0,2024-02-06,Pendente
174.0,9649.0,2024-02-08,Pago
175.0,8699.0,2024-05-28,Entregue
176.0,,,Enviado
177.0,6435.0,2024-05-31,Pendente
178.0,8055.0,2024-03-18,Pendente
179.0,3378.0,2024-03-11,Pago
180.0,4659.0,2024-01-14,Enviado
181.0,3682.0,2024-01-02,Entregue
182.0,2229.0,2024-05-22,Pago
183.0,6686.0,2024-05-29,
184.0,737.0,2024-01-08,Pago
185.0,2012.0,2024-03-09,Pago
186.0,434.0,2024-05-23,Pago
187.0,9774.0,2024-03-17,Entregue
188.0,4843.0,2024-04-23,Entregue
189.0,8538.0,2024-04-29,Pago
190.0,591.0,2024-01-29,Pendente
191.0,4400.0,2024-01-07,Pago
192.0,6603.0,,Enviado
193.0,5734.0,2024-07-15,Pago
194.0,7455.0,2024-07-23,Entregue
195.0,9239.0,2024-06-29,Entregue
196.0,2810.0,2024-02-08,Pago
197.0,8670.0,2024-02-14,Pago
198.0,1778.0,2024-03-11,Enviado
199.0,9817.0,2024-03-18,Pendente
200.0,,2024-02-28,Pago
201.0,3427.0,2024-05-06,Pago
202.0,1955.0,2024-06-18,Pago
203.0,351.0,2024-06-22,Enviado
204.0,9273.0,2024-07-06,Pago
205.0,594.0,2024-03-02,Pago
206.0,5749.0,2024-05-17,Cancelado
207.0,6482.0,2024-03-19,Pendente
208.0,7670.0,2024-01-24,Pago
209.0,5442.0,2024-06-10,Pago
210.0,8104.0,2024-07-24,Pago
211.0,9120.0,2024-06-01,Pago
212.0,8568.0,2024-06-15,Cancelado
213.0,4223.0,2024-01-02,Pago
214.0,7203.0,2024-01-20,Pago
215.0,3548.0,2024-07-04,Entregue
216.0,1337.0,2024-06-20,Pago
217.0,6365.0,2024-07-03,Pago
218.0,3099.0,2024-02-19,Enviado
219.0,2921.0,2024-07-23,Enviado
,3918.0,2024-01-30,Enviado
221.0,1209.0,2024-05-20,Enviado
222.0,,2024-02-25,Pendente
,8048.0,2024-02-21,Enviado
224.0,1459.0,2024-07-11,Entregue
,8094.0,,Entregue
226.0,2020.0,2024-06-03,Pago
227.0,88.0,2024-07-18,Pago
228.0,6025.0,2024-07-06,Pago
229.0,8955.0,2024-07-17,Enviado
230.0,188.0,,Entregue
231.0,6497.0,2024-04-24,Entregue
232.0,3358.0,2024-03-08,Enviado
233.0,3258.0,2024-02-16,Pendente
234.0,3885.0,2024-06-10,Pendente
235.0,9896.0,2024-03-23,Pago
236.0,6663.0,2024-05-15,Pago
237.0,9702.0,2024-05-14,Pago
238.0,1458.0,2024-05-30,Entregue
239.0,6863.0,,Enviado
240.0,2642.0,2024-05-01,Cancelado
241.0,7309.0,2024-05-23,Pago
,2295.0,2024-07-24,Pago
243.0,516.0,2024-03-05,Enviado
244.0,4985.0,2024-05-17,Entregue
245.0,8712.0,2024-03-02,Pago
246.0,6961.0,2024-01-15,Entregue
247.0,9963.0,2024-01-03,Entregue
248.0,4562.0,2024-07-12,Enviado
249.0,8370.0,2024-01-10,Pago
250.0,109.0,2024-01-10,Enviado
251.0,1697.0,2024-02-07,Pago
252.0,7777.0,2024-02-16,Pendente
253.0,7506.0,2024-01-25,Pago
254.0,555.0,2024-05-24,Entregue
255.0,441.0,2024-06-11,Entregue
256.0,804.0,2024-05-07,Pago
257.0,1510.0,2024-04-08,Entregue
258.0,6556.0,2024-05-19,Pago
259.0,7848.0,2024-04-05,Entregue
260.0,8163.0,2024-01-12,Pendente
261.0,7370.0,2024-06-18,Enviado
262.0,4347.0,2024-03-25,Pago
263.0,7902.0,2024-03-21,Entregue
264.0,2034.0,2024-02-16,Entregue
265.0,2966.0,2024-07-23,Pago
266.0,5209.0,2024-06-04,Enviado
267.0,5075.0,,Enviado
,855.0,2024-07-26,Pago
269.0,5422.0,2024-01-03,Enviado
270.0,759.0,2024-03-08,Pago
271.0,6915.0,,Entregue
272.0,1865.0,,Pendente
273.0,,2024-01-08,Pago
274.0,,2024-02-02,Cancelado
275.0,6263.0,2024-01-22,Pago
276.0,8668.0,2024-03-26,Pago
277.0,9633.0,2024-05-05,Enviado
278.0,3730.0,2024-01-29,Pago
279.0,830.0,2024-04-23,Entregue
280.0,4867.0,2024-06-05,Cancelado
,7735.0,2024-02-10,Pendente
282.0,6772.0,2024-03-02,Pendente
283.0,1008.0,2024-02-13,Entregue
284.0,8372.0,2024-04-24,Pago
285.0,8673.0,2024-06-29,Enviado
286.0,1470.0,,Entregue
287.0,3540.0,2024-02-05,Enviado
288.0,439.0,2024-07-12,Entregue
289.0,3134.0,2024-06-15,Pendente
290.0,370.0,2024-04-01,Entregue
291.0,4870.0,2024-01-18,Entregue
292.0,8911.0,2024-07-22,Pago
293.0,180.0,2024-04-01,Pago
294.0,,2024-02-29,Entregue
295.0,4517.0,2024-06-02,Pago
296.0,1684.0,2024-03-06,Enviado
297.0,7500.0,2024-02-09,Pago
298.0,9896.0,2024-03-26,Entregue
299.0,3898.0,2024-04-27,Pago
300.0,,2024-06-05,Pago
301.0,5625.0,2024-07-22,Pago
302.0,6601.0,2024-06-09,Enviado
303.0,5094.0,2024-06-17,Entregue
304.0,3604.0,2024-05-20,Pendente
305.0,3883.0,2024-02-08,Pendente
306.0,1353.0,2024-06-06,Entregue
307.0,4910.0,2024-01-16,Pendente
308.0,1782.0,,Enviado
309.0,7282.0,,Pendente
,4918.0,2024-02-29,Entregue
311.0,5145.0,2024-02-02,Entregue
312.0,6985.0,2024-02-13,Pendente
313.0,3837.0,2024-05-14,Pendente
314.0,469.0,2024-06-27,Pendente
315.0,4741.0,2024-06-28,
316.0,2808.0,2024-06-08,Pago
317.0,1307.0,2024-04-14,Pago
318.0,576.0,2024-07-24,Entregue
319.0,2450.0,2024-03-22,Pago
320.0,9294.0,2024-05-28,Cancelado
321.0,4700.0,2024-03-09,Pago
322.0,6212.0,2024-05-28,Enviado
323.0,5126.0,2024-01-28,Pago
324.0,4888.0,2024-06-28,Pago
325.0,4201.0,2024-05-19,Pago
326.0,1046.0,,Pago
327.0,7975.0,2024-06-12,Pago
,9919.0,2024-05-16,
329.0,1981.0,2024-01-31,Entregue
330.0,5386.0,2024-01-30,Entregue
331.0,418.0,2024-01-20,Enviado
332.0,6273.0,2024-01-20,Pago
333.0,7986.0,2024-05-26,Entregue
334.0,8311.0,2024-04-27,Pendente
335.0,,2024-06-18,Pago
336.0,4873.0,2024-01-29,Pago
337.0,8090.0,2024-05-21,Entregue
338.0,6870.0,2024-06-11,Pago
339.0,3134.0,2024-01-09,Pago
340.0,,2024-03-04,Cancelado
341.0,9558.0,2024-05-12,Pendente
342.0,5872.0,2024-02-28,Entregue
343.0,3616.0,,Enviado
344.0,1605.0,2024-04-29,Pago
345.0,6643.0,2024-05-29,Entregue
346.0,2606.0,2024-04-22,Entregue
347.0,4736.0,2024-04-24,Pago
348.0,4999.0,2024-07-14,Entregue
349.0,1592.0,2024-04-15,Pago
350.0,2055.0,,Pago
351.0,9810.0,2024-05-18,Pendente
352.0,7943.0,2024-04-08,Pago
353.0,325.0,2024-07-24,Pago
354.0,7742.0,,Pago
355.0,9298.0,2024-03-30,Pago
356.0,8390.0,2024-04-03,Enviado
357.0,4860.0,2024-06-14,Pago
358.0,8099.0,2024-07-18,Pago
359.0,,2024-05-25,Enviado
360.0,975.0,2024-03-12,Pago
361.0,7628.0,2024-02-02,Pendente
362.0,5426.0,2024-03-10,Pago
363.0,2128.0,2024-04-03,Pago
364.0,8218.0,2024-01-18,Entregue
,565.0,2024-04-17,Pendente
366.0,1738.0,2024-03-25,Pendente
367.0,,2024-04-18,Pendente
368.0,2848.0,2024-05-03,
369.0,156.0,2024-04-27,Pago
370.0,956.0,2024-06-23,Pago
371.0,4202.0,2024-07-13,Pago
372.0,1107.0,2024-02-02,Enviado
373.0,8931.0,2024-02-11,Enviado
374.0,2862.0,2024-01-04,Pago
375.0,7562.0,2024-01-13,Enviado
376.0,6144.0,,Pago
377.0,7163.0,2024-04-03,Entregue
378.0,5430.0,2024-07-22,Pago
379.0,8076.0,2024-02-19,Enviado
380.0,273.0,2024-03-20,Enviado
381.0,8458.0,2024-06-12,Entregue
382.0,7336.0,2024-02-21,Pago
383.0,6385.0,2024-01-12,Pago
384.0,3959.0,2024-02-07,Pendente
385.0,7081.0,2024-07-17,Pendente
386.0,7349.0,2024-05-13,Pendente
387.0,7402.0,2024-02-27,Pago
388.0,8553.0,2024-07-07,Enviado
389.0,7565.0,2024-06-02,Pago
390.0,6860.0,2024-06-20,Pago
391.0,5180.0,2024-04-09,Pago
392.0,7965.0,2024-03-09,Entregue
393.0,7284.0,2024-01-13,Pago
394.0,5366.0,2024-05-11,Pendente
395.0,5296.0,2024-03-27,Entregue
396.0,6499.0,2024-04-08,Enviado
397.0,9374.0,2024-01-05,Pago
398.0,8722.0,2024-07-22,Pago
399.0,1199.0,2024-05-13,Entregue
400.0,7354.0,2024-06-27,Cancelado
401.0,3557.0,2024-04-02,Entregue
402.0,1175.0,2024-06-12,Entregue
403.0,1518.0,2024-01-04,Entregue
404.0,1061.0,2024-02-05,Enviado
405.0,2421.0,2024-07-23,Enviado
406.0,2028.0,2024-05-19,Entregue
407.0,4804.0,2024-05-24,Entregue
408.0,2961.0,2024-05-21,Pago
409.0,,2024-05-12,Pendente
410.0,8608.0,2024-02-07,Pago
411.0,5401.0,2024-01-20,Enviado
412.0,1253.0,2024-02-28,Entregue
413.0,9190.0,,Entregue
414.0,6150.0,2024-02-26,Enviado
415.0,,2024-04-09,Enviado
416.0,8086.0,2024-02-03,Pago
417.0,6164.0,2024-02-12,Pago
418.0,9838.0,2024-03-22,Pendente
419.0,2028.0,2024-05-15,Entregue
420.0,960.0,2024-03-02,Pago
421.0,9868.0,2024-04-29,Enviado
,8243.0,2024-01-16,Pendente
423.0,9072.0,2024-02-10,Pendente
424.0,1287.0,2024-06-12,Pendente
425.0,592.0,2024-06-11,Pago
426.0,4324.0,2024-01-22,Entregue
427.0,2305.0,2024-06-14,Pago
428.0,3954.0,2024-07-12,Pendente
429.0,2156.0,2024-05-24,Entregue
430.0,8958.0,,Pago
431.0,7026.0,,Entregue
432.0,5299.0,2024-03-22,Pago
433.0,3900.0,2024-02-02,Pago
434.0,7870.0,2024-05-05,Pago
,6615.0,2024-05-03,Entregue
436.0,1296.0,2024-02-27,Pendente
437.0,8196.0,2024-02-07,Enviado
438.0,1391.0,2024-04-10,Cancelado
439.0,1741.0,2024-04-03,Entregue
440.0,1296.0,2024-05-04,Entregue
441.0,6479.0,2024-04-07,Entregue
442.0,9583.0,2024-05-13,Enviado
443.0,8685.0,2024-05-06,Pendente
444.0,3550.0,2024-07-13,Pago
,3593.0,2024-07-01,Enviado
446.0,8519.0,2024-01-13,Entregue
447.0,6156.0,2024-02-25,Pago
448.0,1762.0,2024-04-09,Entregue
449.0,1151.0,2024-03-10,Pago
450.0,7101.0,2024-04-13,Pago
451.0,2207.0,2024-05-24,Entregue
452.0,2483.0,2024-03-09,Pago
453.0,6507.0,2024-05-29,Pago
454.0,7661.0,2024-02-23,Pendente
455.0,663.0,2024-02-03,Pendente
,5494.0,2024-02-22,Entregue
,8635.0,2024-06-15,Pago
458.0,2350.0,2024-04-08,Pendente
459.0,6084.0,2024-06-30,Pago
460.0,7760.0,2024-04-12,Entregue
461.0,9761.0,2024-07-06,Pago
462.0,8876.0,,Entregue
463.0,2800.0,2024-06-28,Pago
464.0,7119.0,2024-02-18,Entregue
465.0,7646.0,2024-05-24,Pendente
466.0,9661.0,2024-06-23,Entregue
467.0,2259.0,2024-01-07,Pago
468.0,2417.0,2024-07-16,Entregue
469.0,6194.0,2024-05-17,Pago
470.0,8475.0,2024-03-12,Pago
471.0,9640.0,2024-06-01,Pendente
472.0,8918.0,2024-07-07,Pendente
473.0,1322.0,2024-04-25,
474.0,5418.0,,Pago
475.0,7792.0,2024-04-22,Pago
476.0,8394.0,2024-02-12,Entregue
477.0,5343.0,2024-02-22,Enviado
478.0,7875.0,2024-03-07,Pago
479.0,2592.0,2024-03-02,Pendente
480.0,9242.0,2024-04-14,Pago
481.0,4166.0,2024-02-27,Pago
482.0,3318.0,2024-06-18,Cancelado
483.0,5089.0,2024-07-07,Pendente
484.0,,2024-03-05,Pago
485.0,1073.0,2024-07-10,Entregue
486.0,2975.0,2024-05-13,Pago
487.0,3210.0,,Enviado
488.0,9131.0,2024-04-27,Entregue
489.0,9037.0,2024-04-10,Cancelado
490.0,8320.0,2024-04-23,Pendente
491.0,4389.0,2024-04-17,Enviado
492.0,1932.0,,Pago
493.0,4379.0,2024-06-22,Entregue
494.0,5758.0,,Entregue
495.0,,2024-02-08,Enviado
,998.0,2024-07-20,Pago
497.0,7328.0,2024-05-09,Pago
498.0,8451.0,2024-01-04,Pendente
499.0,9180.0,2024-02-11,Pago
500.0,,2024-03-20,Cancelado
501.0,2886.0,2024-06-29,Enviado
502.0,7180.0,2024-06-15,Pendente
503.0,525.0,2024-04-02,Enviado
,9587.0,2024-05-08,Pago
505.0,6300.0,2024-06-18,Enviado
506.0,8840.0,2024-07-01,Pago
507.0,6730.0,2024-05-07,Pendente
508.0,,2024-02-01,Pago
509.0,957.0,2024-05-08,Entregue
510.0,5112.0,2024-03-30,Pendente
511.0,5615.0,2024-03-27,Pago
512.0,4972.0,2024-05-14,Enviado
513.0,2222.0,2024-05-04,Pago
514.0,4859.0,2024-03-11,Pago
515.0,3973.0,2024-05-11,Entregue
516.0,9533.0,2024-01-24,Enviado
517.0,,2024-05-06,Pendente
,9511.0,2024-03-31,Pendente
519.0,3483.0,2024-03-16,Pago
520.0,736.0,2024-04-26,Pago
521.0,8575.0,2024-02-21,Pago
522.0,8822.0,2024-05-29,Entregue
523.0,1176.0,2024-01-15,Entregue
,9203.0,2024-05-19,Entregue
525.0,3402.0,2024-06-14,Entregue
526.0,3335.0,2024-06-08,Entregue
527.0,3633.0,2024-02-04,Pendente
528.0,6930.0,2024-05-24,Pago
529.0,6843.0,2024-05-01,Pago
530.0,9575.0,2024-04-09,Enviado
531.0,9098.0,2024-04-02,Pago
532.0,6698.0,,Enviado
533.0,437.0,2024-02-17,Pago
534.0,6391.0,2024-05-15,Pago
535.0,2966.0,2024-02-16,Pago
536.0,3329.0,2024-04-14,Pago
537.0,8776.0,2024-06-12,Pendente
538.0,,2024-01-29,Cancelado
539.0,4899.0,2024-06-20,Pendente
540.0,2615.0,2024-05-01,Pago
541.0,4885.0,,Entregue
542.0,4733.0,2024-03-25,Pago
,3481.0,2024-07-14,Pendente
544.0,206.0,2024-04-05,Entregue
545.0,6870.0,2024-07-21,Enviado
546.0,8000.0,2024-07-24,Pendente
547.0,9326.0,2024-03-02,Entregue
548.0,250.0,2024-06-25,Entregue
549.0,5264.0,2024-01-18,Pago
550.0,4476.0,2024-02-01,Cancelado
551.0,1231.0,,
552.0,6684.0,2024-03-15,Pago
553.0,5148.0,2024-01-03,Pago
554.0,6669.0,2024-06-30,Enviado
555.0,7431.0,2024-07-23,Entregue
556.0,117.0,2024-02-01,Pago
557.0,4557.0,2024-04-16,Pago
558.0,7679.0,2024-07-27,Pendente
559.0,2409.0,2024-04-04,Pendente
560.0,4896.0,2024-03-27,Enviado
561.0,2184.0,2024-05-12,Pago
562.0,6897.0,2024-03-23,Enviado
563.0,6171.0,2024-02-17,Cancelado
564.0,9196.0,2024-06-20,
565.0,9800.0,2024-07-23,Enviado
566.0,4596.0,2024-02-25,Pago
567.0,8344.0,2024-04-19,Pago
568.0,2457.0,2024-02-27,Enviado
569.0,9559.0,2024-04-30,Cancelado
570.0,7629.0,2024-03-13,Entregue
571.0,1889.0,2024-03-25,Pago
572.0,2299.0,2024-01-26,Cancelado
573.0,2030.0,2024-01-16,Enviado
,4084.0,2024-04-21,Pago
575.0,8250.0,2024-03-07,Enviado
576.0,,2024-05-25,Pendente
577.0,2321.0,2024-05-20,Entregue
578.0,599.0,2024-07-22,Cancelado
579.0,2945.0,2024-02-20,Entregue
580.0,855.0,2024-04-01,Pago
581.0,4430.0,2024-02-29,Pago
582.0,3976.0,2024-01-02,Cancelado
583.0,2410.0,2024-05-05,Pendente
584.0,2479.0,2024-07-22,Enviado
585.0,3502.0,2024-03-06,Enviado
586.0,476.0,2024-06-15,Pago
587.0,5728.0,2024-03-31,Entregue
588.0,8487.0,2024-06-26,Pendente
589.0,1491.0,2024-01-02,Pendente
,6011.0,2024-05-21,Enviado
591.0,3923.0,2024-03-10,Pago
592.0,2131.0,2024-04-23,Enviado
593.0,3756.0,2024-03-15,Pago
594.0,8797.0,2024-04-10,Entregue
595.0,7709.0,2024-04-06,Pago
596.0,4857.0,2024-03-14,Pago
597.0,5849.0,2024-01-21,Enviado
598.0,8456.0,2024-06-17,Enviado
599.0,389.0,2024-02-20,Pendente
600.0,6317.0,2024-07-19,Pendente
601.0,9107.0,2024-05-16,Pago
602.0,6057.0,2024-02-21,Pendente
603.0,6830.0,2024-01-20,Pago
604.0,8945.0,2024-05-07,Pendente
605.0,4026.0,2024-04-01,Pago
606.0,2841.0,2024-07-09,Pago
,7020.0,2024-01-11,Entregue
608.0,3467.0,2024-03-28,Entregue
609.0,4075.0,2024-07-07,Enviado
610.0,5314.0,2024-03-09,Pago
611.0,9018.0,2024-02-14,Enviado
612.0,,2024-02-14,Entregue
613.0,4435.0,2024-07-23,Entregue
614.0,9.0,2024-01-29,Pago
615.0,9185.0,2024-07-26,Entregue
616.0,7318.0,2024-01-26,Pendente
,9737.0,2024-06-22,Pago
618.0,3958.0,2024-05-18,Entregue
619.0,4130.0,2024-04-03,Entregue
620.0,1837.0,2024-03-19,Pendente
621.0,7690.0,2024-06-18,Pago
622.0,6443.0,2024-05-04,Pago
623.0,547.0,2024-03-11,Pago
624.0,3616.0,2024-01-30,Pago
625.0,2926.0,2024-06-21,Pago
626.0,7520.0,2024-02-08,Cancelado
627.0,505.0,2024-01-24,Cancelado
628.0,9574.0,2024-07-21,Pendente
629.0,4867.0,2024-04-16,Pago
630.0,7461.0,2024-02-08,Pendente
631.0,2970.0,2024-04-23,Pago
632.0,8712.0,2024-04-21,Pendente
633.0,3289.0,2024-04-24,Entregue
634.0,7776.0,2024-06-15,Pago
635.0,6806.0,2024-02-21,Pendente
636.0,9096.0,2024-01-31,Entregue
637.0,7861.0,2024-04-27,Entregue
638.0,3363.0,,Pago
639.0,1253.0,2024-05-12,Pago
640.0,,2024-07-19,Pago
641.0,8840.0,2024-01-19,Cancelado
642.0,8853.0,2024-01-21,Entregue
643.0,2833.0,2024-07-22,Cancelado
644.0,1316.0,2024-04-10,Pago
645.0,7981.0,2024-04-29,Pendente
646.0,644.0,2024-03-14,Enviado
647.0,8769.0,2024-05-05,Pago
648.0,5257.0,2024-04-12,Entregue
649.0,8006.0,2024-04-21,Pago
650.0,8174.0,2024-07-22,Pago
651.0,7234.0,2024-02-17,Pago
652.0,3460.0,,Pago
653.0,6273.0,2024-02-13,Pendente
654.0,3087.0,2024-04-09,Pago
655.0,2016.0,,Enviado
656.0,8628.0,2024-04-05,Pendente
657.0,5848.0,2024-04-02,Entregue
658.0,8945.0,2024-04-05,Pendente
659.0,9243.0,2024-04-05,Pago
660.0,415.0,2024-04-01,Entregue
661.0,1287.0,2024-02-28,Pendente
662.0,9460.0,2024-05-06,Pendente
663.0,9014.0,2024-06-15,Pago
664.0,3020.0,2024-03-15,Cancelado
665.0,4492.0,2024-07-22,Enviado
,2331.0,2024-04-11,Pendente
667.0,3927.0,2024-04-02,Pendente
668.0,3739.0,2024-07-11,Pago
669.0,593.0,2024-01-23,Pendente
670.0,9343.0,2024-03-08,Entregue
671.0,9935.0,2024-07-06,Pago
672.0,9425.0,2024-01-17,Pago
673.0,4605.0,2024-07-16,Pago
674.0,9763.0,2024-04-17,Pendente
675.0,1906.0,2024-07-04,Pago
676.0,2370.0,2024-01-22,Entregue
677.0,,2024-04-24,Entregue
678.0,6198.0,2024-02-09,Entregue
679.0,8142.0,2024-01-04,Pago
680.0,7514.0,2024-02-17,Cancelado
681.0,8185.0,2024-04-03,Pendente
682.0,9475.0,2024-04-22,Pago
683.0,6710.0,2024-07-10,Pago
684.0,6086.0,2024-07-24,Pago
685.0,5161.0,2024-05-02,Enviado
,6346.0,2024-02-25,Cancelado
687.0,2903.0,2024-07-20,Enviado
,6505.0,2024-02-06,Pago
689.0,258.0,2024-04-24,Pago
690.0,3730.0,2024-01-16,Pendente
691.0,7547.0,2024-05-23,Pago
692.0,2885.0,2024-04-09,Pago
693.0,2103.0,2024-05-02,Pendente
694.0,,2024-05-30,Pendente
695.0,5126.0,2024-06-29,Enviado
696.0,9286.0,2024-02-07,Enviado
697.0,6586.0,2024-05-28,Pago
698.0,8062.0,2024-02-27,Pago
699.0,8236.0,2024-02-06,Pendente
700.0,9801.0,2024-01-01,Enviado
701.0,5753.0,2024-01-18,Pago
702.0,7217.0,2024-02-12,Entregue
703.0,4136.0,2024-03-09,Entregue
704.0,97.0,2024-04-17,Pago
